sentence	name	link
 — Женат, — изумленно отозвался пациент.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Жену немедленно пришлите ко мне! — взволновано и страстно говорил я.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Ведь, она тоже, наверное, больна?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Жану?! — спросил пациент и с великим удивлением всмотрелся в меня.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Так мы и продолжали разговор.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Он, помаргивая, смотрел в мои зрачки, а я в его.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Вернее, это был не разговор, а мой монолог.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Блестящий монолог, за который любой из профессоров поставил бы пятерку пятикурснику.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я обнаружил у себя громаднейшие познания в области сифилидологии и недюжинную сметку.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Она заполнила темные дырки в тех местах, где не хватало строк немецких и русских учебников.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я рассказал о том, что бывает с костями нелеченого сифилитика, а попутно очертил и прогрессивный паралич.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Потомство!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А как жену спасти?!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Или, если она заражена, а заражена она наверное, то как ее лечить?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Наконец, поток мой иссяк, и застенчивым движением я вынул из кармана справочник в красном переплете с золотыми буквами.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Верный друг мой, с которым я не расставался на первых шагах моего трудного пути, сколько раз он выручал меня, когда проклятые рецептурные вопросы разверзали черную пасть передо мной!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я украдкой, в то время, как пациент одевался, перелистывал странички и нашел то, что мне было нужно.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Ртутная мазь — великое средство.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Вы будете делать втирания.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Вам дадут шесть пакетиков мази.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Будете втирать по одному пакетику в день... вот так...	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И я наглядно и с жаром показал, как нужно втирать, и сам пустую ладонь втирал в халат...	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — ...Сегодня — в руку, завтра — в ногу, потом опять в руку — другую.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Когда сделаете шесть втираний, вымоетесь и придете ко мне.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Обязательно.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Слышите?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Обязательно!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Да!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Кроме того, нужно внимательно следить за зубами и вообще за ртом, пока будете лечиться.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я вам дам полоскание.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 После еды обязательно полощите...	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
" — И глотку? — спросил пациент хрипло, и тут я заметил, что при слове ""полоскание"" он оживился."	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Да, да, и глотку.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Через несколько минут желтая спина тулупа уходила с моих глаз в двери, а ей навстречу протискивалась бабья голова в платке.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А еще через несколько минут, пробегая по полутемному коридору из амбулаторного своего кабинета в аптеку за папиросами, я услыхал бегло хриплый шопот: — Плохо лечит.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Молодой.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Понимаешь, глотку заложило, а он смотрит, смотрит... то грудь, то живот.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Тут делов полно, а на больницу полдня.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Пока выедешь, — вот те и ночь.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 О, Господи!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Глотка болит, а он мази на ноги дает.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Без внимания, без внимания, — подтвердил бабий голос, с некоторым дребезжанием и вдруг осекся.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Это я, как привидение, промелькнул в своем белом халате.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Не вытерпел, оглянулся и узнал в полутьме бороденку, похожую на бороденку из пакли, и набрякшие веки и куриный глаз.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Да и голос с грозной хрипотой узнал.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я втянул голову в плечи, как-то воровато с]ежился, точно был виноват, исчез, ясно чувствуя какую-то ссадину, нагоравшую в душе.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Мне было страшно.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Неужто же все впустую?..	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 ...Не может быть!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И месяц я сыщнически внимательно проглядывал на каждом приеме по утрам амбулаторную книгу, ожидая встретить фамилию жены внимательного слушателя моего монолога о сифилисе.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Месяц я ждал его самого.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И не дождался никого.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И через месяц он угас в моей памяти, перестал тревожить, забылся...	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Потому что шли новые и новые и каждый день моей работы в забытой глуши нес для меня изумительные случаи, каверзные вещи, заставлявшие меня изнурять мой мозг, сотни раз теряться и вновь обретать присутствие духа и вновь окрыляться на борьбу.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Теперь, когда прошло много лет, вдалеке от забытой облупленной белой больницы, я вспоминаю звездную сыпь на его груди.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Где он?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Что делает?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Ах, я знаю, знаю.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Если он жив, время от времени, он и его жена ездят в местную больницу.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Жалуются на язвы на ногах.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я ясно представляю, как он разматывает портянки, ищет сочувствия.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И молодой врач, мужчина или женщина, в беленьком штопаном халате, склоняется к ногам, давит пальцем кость выше язвы, ищет причины.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
" Находит и пишет в книге: ""Луес 3"", потом спрашивает, не давали ли ему для лечения черную мазь."	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И вот тогда, как я вспоминаю его, он вспомнит меня, 17-й год, снег за окном и шесть пакетиков в вощеной бумаге, шесть неиспользованных липких комков.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Как же, как же, давал... — скажет он и поглядит, но уже без иронии, а с черноватой тревогой в глазах.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И врач выпишет ему иодистый калий, быть может, назначит другое лечение.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Так же, быть может, заглянет, как и я, в справочник...	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Привет вам, мой товарищ!..	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
" ""...еще, дражайшая супруга, передайте низкий поклон дяде Софрону Ивановичу."	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А, кроме того, дорогая супруга, съездите к нашему доктору, покажьте ему себе, как я уже полгода больной дурной болью сифилем.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А на побывке у вас не открылся.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Примите лечение.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Супруг Ваш.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Ан.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
" Буков."" Молодая женщина зажала рот концом байкового платка, села на лавку и затряслась от плача."	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Завитки ее светлых волос, намокшие от растаявшего снега, выбились на лоб.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Подлец он?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А?! — выкрикнула она.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Подлец, — твердо ответил я.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Затем настало и самое трудное и мучительное.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Нужно было успокоить ее.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А как успокоить?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Под гул голосов, нетерпеливо ждущих в приемной, мы долго шептались...	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Где-то в глубине моей души, еще не притупившейся к человеческому страданию, я разыскал теплые слова.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Прежде всего я постарался убить в ней страх.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Говорил, что ничего еще ровно не известно и до исследования предаваться отчаянию нельзя.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Да и после исследования ему не место: я рассказал о том, с каким успехом мы лечим эту дурную болезнь — сифилис.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Подлец, подлец, — всхлипнула молодая женщнна и давилась слезами.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Подлец, — вторил я.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
" Так довольно долго мы называли бранными словами ""дражайшего супруга"", побывавшего дома и отбывшего в город Москву."	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Наконец лицо женщины стало высыхать, остались лишь пятна, и тяжко набрякли веки над черными отчаянными глазами.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Что я буду делать?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Ведь у меня двое детей, - говорила она сухим измученным голосом.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Погодите, погодите,- бормотал я, — видно будет, что делать.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Я позвал акушерку Пелагею Ивановну, втроем мы уединились в отдельной палате, где было гинекологическое кресло.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Ах, прохвост, а, прохвост, — сквозь зубы сипела Пелагея Ивановна.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Женщина молчала, глаза ее были, как две черные ямки, она всматривалась в окно — в сумерки.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Это был и один из самых внимательных осмотров в моей жизни.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Мы с Пелагеей Ивановной не оставили ни одной пяди тела.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И нигде и ничего подозрительного я не нашел.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Знаете что, — сказал я, и мне страстно захотелось, чтобы надежды меня не обманули и дальше не появилась бы нигде грозная твердая первичная язва, - знаете что?..	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Перестаньте волноваться!	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Есть надежда.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Надежда.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Правда, все еще может случиться, но сейчас у вас ничего нет.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Нет?! — сипло спросила женщина, — нет?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — А вдруг сделается?..	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 А?..	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Я сам не пойму, — вполголоса сказал я Пелагее Ивановне, — судя по тому, что она рассказывала, должно у нее быть заражение, однако же, ничего нет.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Ничего нет, — как эхо откликнулась Пелагея Ивановна.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Мы еще несколько минут шептались с женщиной о разных сроках, о разных интимных вещах, и женщина получила от меня наказ ездить в больницу.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Теперь я смотрел на женщину и видел, что это человек, перешибленный пополам.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Надежда закралась в нее, потом тотчас умирала.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Она еще раз всплакнула и ушла темной тенью.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 С тех пор меч повис над женщиной.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Каждую субботу беззвучно появлялась в амбулатории у меня.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Она очень осунулась, резче выступили скулы, глаза запали и окружились тенями.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Сосредоточенная дума оттянула углы ее губ книзу.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Она привычным жестом разматывала платок, затем мы уходили втроем в палату.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Осматривали ее.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Первые три субботы прошли, и опять ничего не нашли мы на ней.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Тогда она стала отходить понемногу.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Живой блеск зарождался в глазах, лицо оживало, расправлялась стянутая маска.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Наши шансы росли.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Таяла опасность.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 На четвертую субботу я говорил уже уверенно.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 За моими плечами было около 90 % за благополучный исход.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Прошел с лихвой первый 21-дневный знаменитый срок.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Остались дальние случайные, когда язва развивается с громадным запозданием.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Прошли, наконец, и эти сроки, и однажды, отбросив в таз сияющее зеркало, в последний раз ощупал железы, я сказал женщине: — Вы вне всякой опасности.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Больше не приезжайте.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Это - счастливый случай.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Ничего не будет?! — спросила она незабываемым голосом.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 — Ничего.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Не хватит у меня уменья описать ее лицо.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Помню только, как она поклонилась низко в пояс и исчезла.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Впрочем, еще раз она появилась.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 В руках у нее был сверток — два фунта масла и два десятка яиц.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И после страшного боя я ни масла, ни яиц не взял.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 И очень этим гордился, вследствие юности.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Но впоследствии, когда мне приходилось голодать в революционные годы, не раз вспоминал лампу-молнию, черные глаза и золотой кусок масла с вдавлинами от пальцев, с проступившей на нем росой.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 К чему же теперь, когда прошло так много лет, я вспомнил ее, обреченную на четырехмесячный страх?	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Недаром.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Женщина эта была второй моей пациенткой в этой области, которой впоследствии я отдал мои лучшие годы.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Первым был тот - со звездной сыпью на груди.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Итак, она была второй и единственным исключением: она боялась.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Единственная в моей памяти, сохранившей освещенную керосиновой лампой работу нас четверых (Пелагеи Ивановны, Анны Николаевны, Демьяна Лукича и меня) .	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
" В то время, как текли ее мучительные субботы, как бы в ожидании казни, я стал искать ""его""."	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 Осенние вечера длинны.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
 В докторской квартире жарки голландки-печи.	Михаил Булгаков. Звездная сыпь.	http://az.lib.ru/b/bulgakow_m_a/text_07_1925_zvezdnaya_syp.shtml
